FlightIndex,FlightNumber,IsDeparting,Destination,Origin,ArrivalTime,OffTime,ArrivalTimeMinutes,OffTimeMinutes,ArrivalTimeActual,OffTimeActual,ArrivalTimeActualMinutes,OffTimeActualMinutes,Aircraft,FlightType,PassengersArr,PassengersDept,DepGate,ArrGate,SchedDepLocal,SchedArrLocal,OutGateLocal,InGateLocal,SchedDepUtc,SchedArrUtc,OutGateUtc,InGateUtc,TailNumber,num_connecting_pax,OptDepGate,OptArrGate
1049,AA5692,N,DFW,IAH,750,900,470,540,837,934,517.0,574.0,3.0,,75,0,,B4,2016-05-02 06:30:00,2016-05-02 07:50:00,2016-05-02 06:24:00,2016-05-02 08:37:00,690,770,2016-05-02 11:24,2016-05-02 13:37,N953LR,0,,
1050,AA5698,Y,MAF,DFW,939,1035,579,635,947,1034,587.0,634.0,3.0,Domestic,0,75,B12,,2016-05-02 10:35:00,2016-05-02 11:54:00,2016-05-02 10:34:00,2016-05-02 11:53:00,935,1014,2016-05-02 15:34,2016-05-02 16:53,N243LR,0,,
1051,AA5700,N,DFW,ELP,1745,1830,1065,1110,1725,1825,1045.0,1105.0,3.0,,75,0,,B28,2016-05-02 14:56:00,2016-05-02 17:45:00,2016-05-02 14:52:00,2016-05-02 17:25:00,1256,1365,2016-05-02 20:52,2016-05-02 22:25,N921FJ,0,,
1052,AA5701,Y,IAH,DFW,1639,1715,999,1035,1647,1838,1007.0,1118.0,3.0,Domestic,0,75,B45,,2016-05-02 17:15:00,2016-05-02 18:29:00,2016-05-02 18:38:00,2016-05-02 19:47:00,1335,1409,2016-05-02 23:38,2016-05-03 00:47,N245LR,0,,
1053,AA5701,N,DFW,IAH,2024,2210,1224,1330,2117,2204,1277.0,1324.0,3.0,Domestic,75,0,,B29,2016-05-02 18:59:00,2016-05-02 20:24:00,2016-05-02 20:17:00,2016-05-02 21:17:00,1439,84,2016-05-03 01:17,2016-05-03 02:17,N245LR,0,,
1054,AA5702,Y,MSN,DFW,1928,2020,1168,1220,1908,2017,1148.0,1217.0,3.0,Domestic,0,75,B42,,2016-05-02 20:20:00,2016-05-02 22:36:00,2016-05-02 20:17:00,2016-05-02 22:35:00,80,216,2016-05-03 01:17,2016-05-03 03:35,N913FJ,0,,
1055,AA5703,N,DFW,BHM,939,1035,579,635,947,1034,587.0,634.0,3.0,,75,0,,B12,2016-05-02 07:26:00,2016-05-02 09:39:00,2016-05-02 07:20:00,2016-05-02 09:47:00,746,879,2016-05-02 12:20,2016-05-02 14:47,N243LR,0,,
1056,AA5704,N,DFW,GRR,2056,2205,1256,1325,2040,2159,1240.0,1319.0,3.0,,75,0,,B42,2016-05-02 19:04:00,2016-05-02 20:56:00,2016-05-02 18:59:00,2016-05-02 20:40:00,1384,116,2016-05-02 22:59,2016-05-03 01:40,N241LR,0,,
1057,AA5705,N,DFW,HSV,759,845,479,525,804,923,484.0,563.0,3.0,,75,0,,B26,2016-05-02 05:45:00,2016-05-02 07:59:00,2016-05-02 05:41:00,2016-05-02 08:04:00,645,779,2016-05-02 10:41,2016-05-02 13:04,N935LR,0,,
1058,AA5706,N,DFW,BHM,1628,1658,988,1018,1639,2003,999.0,1203.0,3.0,Domestic,75,0,,B46,2016-05-02 14:22:00,2016-05-02 16:28:00,2016-05-02 14:43:00,2016-05-02 16:39:00,1162,1288,2016-05-02 19:43,2016-05-02 21:39,N957LR,0,,
1059,AA5706,Y,BHM,DFW,1120,1205,680,725,1106,1236,666.0,756.0,3.0,Domestic,0,75,B4,,2016-05-02 12:05:00,2016-05-02 13:52:00,2016-05-02 12:36:00,2016-05-02 14:13:00,1025,1132,2016-05-02 17:36,2016-05-02 19:13,N957LR,0,,
1060,AA5707,Y,LBB,DFW,2024,2210,1224,1330,2117,2204,1277.0,1324.0,3.0,Domestic,0,75,B29,,2016-05-02 22:10:00,2016-05-02 23:19:00,2016-05-02 22:04:00,2016-05-02 23:14:00,190,259,2016-05-03 03:04,2016-05-03 04:14,N245LR,0,,
1061,AA5708,Y,MSN,DFW,934,1025,574,625,942,1031,582.0,631.0,3.0,Domestic,0,75,B40,,2016-05-02 10:25:00,2016-05-02 12:42:00,2016-05-02 10:31:00,2016-05-02 12:30:00,925,1062,2016-05-02 15:31,2016-05-02 17:30,N925FJ,0,,
1062,AA5708,N,DFW,MSN,1554,1640,954,1000,1523,1635,923.0,995.0,3.0,Domestic,75,0,,B27,2016-05-02 13:17:00,2016-05-02 15:54:00,2016-05-02 13:09:00,2016-05-02 15:23:00,1097,1254,2016-05-02 18:09,2016-05-02 20:23,N925FJ,0,,
1063,AA5709,Y,HOU,DFW,1802,1900,1082,1140,1812,1901,1092.0,1141.0,3.0,Domestic,0,75,B8,,2016-05-02 19:00:00,2016-05-02 20:13:00,2016-05-02 19:01:00,2016-05-02 20:12:00,0,73,2016-05-03 00:01,2016-05-03 01:12,N917FJ,0,,
1064,AA5711,Y,COS,DFW,922,1025,562,625,927,,567.0,,3.0,Domestic,0,75,B45,,2016-05-02 10:25:00,2016-05-02 11:19:00,,,925,1039,,,N914FJ,0,,
1065,AA5713,Y,IAH,DFW,940,1110,580,670,940,1107,580.0,667.0,3.0,Domestic,0,75,B25,,2016-05-02 11:10:00,2016-05-02 12:20:00,2016-05-02 11:07:00,2016-05-02 12:26:00,970,1040,2016-05-02 16:07,2016-05-02 17:26,N241LR,0,,
1066,AA5713,N,DFW,IAH,1418,1505,858,905,1419,1505,859.0,905.0,3.0,Domestic,75,0,,B29,2016-05-02 12:55:00,2016-05-02 14:18:00,2016-05-02 13:00:00,2016-05-02 14:19:00,1075,1158,2016-05-02 18:00,2016-05-02 19:19,N241LR,0,,
1067,AA5715,N,DFW,FSM,623,715,383,435,620,727,380.0,447.0,3.0,,75,0,,B41,2016-05-02 05:08:00,2016-05-02 06:23:00,2016-05-02 05:00:00,2016-05-02 06:20:00,608,683,2016-05-02 10:00,2016-05-02 11:20,N917FJ,0,,
1068,AA5716,N,DFW,HOU,927,957,567,597,1402,957,842.0,2037.0,3.0,,75,0,,B41,2016-05-02 08:03:00,2016-05-02 09:27:00,2016-05-02 12:48:00,2016-05-02 14:02:00,783,867,2016-05-02 17:48,2016-05-02 19:02,N942LR,0,,
1069,AA5717,N,DFW,GRR,754,855,474,535,758,915,478.0,555.0,3.0,,75,0,,B47,2016-05-02 06:00:00,2016-05-02 07:54:00,2016-05-02 05:55:00,2016-05-02 07:58:00,600,774,2016-05-02 09:55,2016-05-02 12:58,N242LR,0,,
1070,AA5718,N,DFW,MAF,619,700,379,420,622,659,382.0,419.0,3.0,,75,0,,B42,2016-05-02 05:00:00,2016-05-02 06:19:00,2016-05-02 04:54:00,2016-05-02 06:22:00,600,679,2016-05-02 09:54,2016-05-02 11:22,N246LR,0,,
1071,AA5721,N,DFW,ABQ,2054,2200,1254,1320,2038,2150,1238.0,1310.0,3.0,Domestic,75,0,,B45,2016-05-02 18:10:00,2016-05-02 20:54:00,2016-05-02 17:58:00,2016-05-02 20:38:00,10,114,2016-05-02 23:58,2016-05-03 01:38,N912FJ,0,,
1072,AA5721,Y,ABQ,DFW,1554,1655,954,1015,1546,1654,946.0,1014.0,3.0,Domestic,0,75,B1,,2016-05-02 16:55:00,2016-05-02 17:43:00,2016-05-02 16:54:00,2016-05-02 17:43:00,1315,1423,2016-05-02 21:54,2016-05-02 23:43,N927LR,0,,
1073,AA5722,Y,HSV,DFW,949,1045,589,645,1014,1053,614.0,653.0,3.0,Domestic,0,75,B41,,2016-05-02 10:45:00,2016-05-02 12:33:00,2016-05-02 10:53:00,2016-05-02 12:44:00,945,1053,2016-05-02 15:53,2016-05-02 17:44,N952LR,0,,
1074,AA5722,N,DFW,HSV,1516,1625,916,985,1510,1621,910.0,981.0,3.0,Domestic,75,0,,B25,2016-05-02 13:10:00,2016-05-02 15:16:00,2016-05-02 13:16:00,2016-05-02 15:10:00,1090,1216,2016-05-02 18:16,2016-05-02 20:10,N952LR,0,,
1075,AA5723,N,DFW,LBB,611,700,371,420,556,659,356.0,419.0,3.0,,75,0,,B26,2016-05-02 05:00:00,2016-05-02 06:11:00,2016-05-02 04:54:00,2016-05-02 05:56:00,600,671,2016-05-02 09:54,2016-05-02 10:56,N245LR,0,,
1076,AA5724,N,DFW,CVG,1254,1440,774,880,1247,1434,767.0,874.0,3.0,,75,0,,B26,2016-05-02 11:18:00,2016-05-02 12:54:00,2016-05-02 11:18:00,2016-05-02 12:47:00,918,1074,2016-05-02 15:18,2016-05-02 17:47,N939LR,0,,
1077,AA5725,Y,CVG,DFW,634,730,394,450,624,729,384.0,449.0,3.0,Domestic,0,75,B46,,2016-05-02 07:30:00,2016-05-02 10:47:00,2016-05-02 07:29:00,2016-05-02 10:43:00,750,887,2016-05-02 12:29,2016-05-02 14:43,N939LR,0,,
1078,AA5726,Y,GRK,DFW,1738,1820,1058,1100,1722,1816,1042.0,1096.0,3.0,Domestic,0,75,B27,,2016-05-02 18:20:00,2016-05-02 19:13:00,2016-05-02 18:16:00,2016-05-02 19:08:00,1400,13,2016-05-02 23:16,2016-05-03 00:08,N246LR,0,,
1079,AA5727,Y,AMA,DFW,1514,1605,914,965,1539,1626,939.0,986.0,3.0,Domestic,0,75,B3,,2016-05-02 16:05:00,2016-05-02 17:17:00,2016-05-02 16:26:00,2016-05-02 17:31:00,1265,1337,2016-05-02 21:26,2016-05-02 22:31,N938LR,0,,
1080,AA5728,N,DFW,GRK,737,820,457,500,726,815,446.0,495.0,3.0,,75,0,,B40,2016-05-02 06:40:00,2016-05-02 07:37:00,2016-05-02 06:39:00,2016-05-02 07:26:00,700,757,2016-05-02 11:39,2016-05-02 12:26,N957LR,0,,
1081,AA5729,Y,ELP,DFW,1433,1525,873,925,1429,1524,869.0,924.0,3.0,Domestic,0,75,B46,,2016-05-02 15:25:00,2016-05-02 16:07:00,2016-05-02 15:24:00,2016-05-02 16:04:00,1225,1327,2016-05-02 20:24,2016-05-02 22:04,N913FJ,0,,
1082,AA5729,N,DFW,ELP,1928,2020,1168,1220,1908,2017,1148.0,1217.0,3.0,Domestic,75,0,,B42,2016-05-02 16:41:00,2016-05-02 19:28:00,2016-05-02 16:31:00,2016-05-02 19:08:00,1361,28,2016-05-02 22:31,2016-05-03 00:08,N913FJ,0,,
1083,AA5730,Y,LEX,DFW,845,1015,525,615,845,1015,525.0,615.0,3.0,Domestic,0,75,B43,,2016-05-02 10:15:00,2016-05-02 13:23:00,2016-05-02 10:15:00,2016-05-02 13:22:00,915,1043,2016-05-02 15:15,2016-05-02 17:22,N943LR,0,,
1084,AA5731,Y,FSD,DFW,1122,1210,682,730,1124,1212,684.0,732.0,3.0,Domestic,0,75,B40,,2016-05-02 12:10:00,2016-05-02 14:16:00,2016-05-02 12:12:00,2016-05-02 14:10:00,1030,1156,2016-05-02 17:12,2016-05-02 19:10,N246LR,0,,
1085,AA5731,N,DFW,FSD,1738,1820,1058,1100,1722,1816,1042.0,1096.0,3.0,Domestic,75,0,,B27,2016-05-02 15:20:00,2016-05-02 17:38:00,2016-05-02 15:12:00,2016-05-02 17:22:00,1220,1358,2016-05-02 20:12,2016-05-02 22:22,N246LR,0,,
1086,AA5732,Y,FSD,DFW,1757,1845,1077,1125,1744,1843,1064.0,1123.0,3.0,Domestic,0,75,B42,,2016-05-02 18:45:00,2016-05-02 20:49:00,2016-05-02 18:43:00,2016-05-02 20:43:00,1425,109,2016-05-02 23:43,2016-05-03 01:43,N915FJ,0,,
1087,AA5733,N,DFW,PNS,935,1030,575,630,912,1031,552.0,631.0,3.0,,75,0,,B49,2016-05-02 07:27:00,2016-05-02 09:35:00,2016-05-02 07:17:00,2016-05-02 09:12:00,747,875,2016-05-02 12:17,2016-05-02 14:12,N959LR,0,,
1088,AA5734,N,DFW,LBB,1425,1505,865,905,1358,1458,838.0,898.0,3.0,,75,0,,B27,2016-05-02 13:10:00,2016-05-02 14:25:00,2016-05-02 13:05:00,2016-05-02 13:58:00,1090,1165,2016-05-02 18:05,2016-05-02 18:58,N922FJ,0,,
1089,AA5735,Y,MKE,DFW,617,715,377,435,609,714,369.0,434.0,3.0,Domestic,0,75,B49,,2016-05-02 07:15:00,2016-05-02 09:36:00,2016-05-02 07:14:00,2016-05-02 09:36:00,735,876,2016-05-02 12:14,2016-05-02 14:36,N956LR,0,,
1090,AA5735,N,DFW,MKE,1249,1415,769,855,1249,1420,769.0,860.0,3.0,Domestic,75,0,,B4,2016-05-02 10:09:00,2016-05-02 12:49:00,2016-05-02 10:13:00,2016-05-02 12:49:00,909,1069,2016-05-02 15:13,2016-05-02 17:49,N956LR,0,,
1091,AA5736,N,DFW,MAF,1439,1535,879,935,1418,1532,858.0,932.0,3.0,,75,0,,B43,2016-05-02 13:18:00,2016-05-02 14:39:00,2016-05-02 13:14:00,2016-05-02 14:18:00,1098,1179,2016-05-02 18:14,2016-05-02 19:18,N908FJ,0,,
1092,AA573,N,DFW,PHX,2106,2215,1266,1335,,2211,,1331.0,2.0,,137,0,,C39,2016-05-02 16:50:00,2016-05-02 21:06:00,,,1430,126,,,N165US,13,,
1093,AA5740,Y,MFE,DFW,1253,1335,773,815,1250,1333,770.0,813.0,3.0,Domestic,0,75,B5,,2016-05-02 13:35:00,2016-05-02 15:06:00,2016-05-02 13:33:00,2016-05-02 15:22:00,1115,1206,2016-05-02 18:33,2016-05-02 20:22,N954LR,0,,
1094,AA5740,N,DFW,MFE,1731,1812,1051,1092,1722,1810,1042.0,1090.0,3.0,Domestic,75,0,,B47,2016-05-02 15:50:00,2016-05-02 17:31:00,2016-05-02 15:53:00,2016-05-02 17:22:00,1250,1351,2016-05-02 20:53,2016-05-02 22:22,N954LR,0,,
1095,AA5742,N,DFW,ABQ,922,1025,562,625,927,1244,567.0,764.0,3.0,,75,0,,B45,2016-05-02 06:35:00,2016-05-02 09:22:00,2016-05-02 06:28:00,2016-05-02 09:27:00,755,862,2016-05-02 12:28,2016-05-02 14:27,N914FJ,0,,
1096,AA5743,N,DFW,TUL,2035,2155,1235,1315,2025,2157,1225.0,1317.0,3.0,,75,0,,B40,2016-05-02 19:20:00,2016-05-02 20:35:00,2016-05-02 19:16:00,2016-05-02 20:25:00,20,95,2016-05-03 00:16,2016-05-03 01:25,N947LR,0,,
1097,AA5744,Y,ABQ,DFW,2035,2155,1235,1315,2025,2157,1225.0,1317.0,3.0,Domestic,0,75,B40,,2016-05-02 21:55:00,2016-05-02 22:41:00,2016-05-02 21:57:00,2016-05-02 22:56:00,175,281,2016-05-03 02:57,2016-05-03 04:56,N947LR,0,,
1098,AA5745,Y,GRR,DFW,1418,1505,858,905,1419,1505,859.0,905.0,3.0,Domestic,0,75,B29,,2016-05-02 15:05:00,2016-05-02 18:32:00,2016-05-02 15:05:00,2016-05-02 18:09:00,1205,1352,2016-05-02 20:05,2016-05-02 22:09,N241LR,0,,
1099,AA5746,Y,SDF,DFW,1254,1440,774,880,1247,1434,767.0,874.0,3.0,Domestic,0,75,B26,,2016-05-02 14:40:00,2016-05-02 17:38:00,2016-05-02 14:34:00,2016-05-02 17:30:00,1180,1298,2016-05-02 19:34,2016-05-02 21:30,N939LR,0,,
1100,AA5746,N,DFW,SDF,1949,2030,1189,1230,2008,2053,1208.0,1253.0,3.0,Domestic,75,0,,B29,2016-05-02 18:24:00,2016-05-02 19:49:00,2016-05-02 18:54:00,2016-05-02 20:08:00,1344,49,2016-05-02 22:54,2016-05-03 01:08,N939LR,0,,
1101,AA5747,N,DFW,ELP,1104,1155,664,715,1052,1236,652.0,756.0,3.0,,75,0,,B47,2016-05-02 08:10:00,2016-05-02 11:04:00,2016-05-02 08:18:00,2016-05-02 10:52:00,850,964,2016-05-02 14:18,2016-05-02 15:52,N924FJ,0,,
1102,AA5749,Y,TUL,DFW,1634,1725,994,1045,1633,1738,993.0,1058.0,3.0,Domestic,0,75,B8,,2016-05-02 17:25:00,2016-05-02 18:31:00,2016-05-02 17:38:00,2016-05-02 18:30:00,1345,1411,2016-05-02 22:38,2016-05-02 23:30,N947LR,0,,
1103,AA5750,Y,MTY,DFW,935,1030,575,630,912,1031,552.0,631.0,3.0,,0,75,B49,,2016-05-02 10:30:00,2016-05-02 12:17:00,2016-05-02 10:31:00,2016-05-02 12:12:00,930,1037,2016-05-02 15:31,2016-05-02 17:12,N959LR,0,,
1104,AA5751,Y,PNS,DFW,1234,1330,754,810,1212,1325,732.0,805.0,3.0,Domestic,0,75,B46,,2016-05-02 13:30:00,2016-05-02 15:15:00,2016-05-02 13:25:00,2016-05-02 15:11:00,1110,1215,2016-05-02 18:25,2016-05-02 20:11,N915FJ,0,,
1105,AA5751,N,DFW,PNS,1757,1845,1077,1125,1744,1843,1064.0,1123.0,3.0,Domestic,75,0,,B42,2016-05-02 15:49:00,2016-05-02 17:57:00,2016-05-02 15:40:00,2016-05-02 17:44:00,1249,1377,2016-05-02 20:40,2016-05-02 22:44,N915FJ,0,,
1106,AA5752,N,DFW,FSD,929,1055,569,655,935,1054,575.0,654.0,3.0,,75,0,,B28,2016-05-02 07:08:00,2016-05-02 09:29:00,2016-05-02 06:57:00,2016-05-02 09:35:00,728,869,2016-05-02 11:57,2016-05-02 14:35,N247LR,0,,
1107,AA5756,N,DFW,SDF,749,850,469,530,830,902,510.0,542.0,3.0,,75,0,,B41,2016-05-02 06:25:00,2016-05-02 07:49:00,2016-05-02 06:21:00,2016-05-02 08:30:00,625,769,2016-05-02 10:21,2016-05-02 13:30,N948LR,0,,
1108,AA5759,Y,JAN,DFW,1011,1050,611,650,1007,1122,607.0,682.0,3.0,Domestic,0,75,B27,,2016-05-02 10:50:00,2016-05-02 12:15:00,2016-05-02 11:22:00,2016-05-02 12:37:00,950,1035,2016-05-02 16:22,2016-05-02 17:37,N909FJ,0,,
1109,AA575,Y,PHX,DFW,1230,1335,750,815,1213,1420,733.0,860.0,2.0,Domestic,0,100,C37,,2016-05-02 13:35:00,2016-05-02 14:11:00,2016-05-02 14:20:00,2016-05-02 14:46:00,1115,1271,2016-05-02 19:20,2016-05-02 21:46,N169UW,50,,
1110,AA575,N,DFW,LAS,1230,1335,750,815,1213,1420,733.0,860.0,2.0,Domestic,58,0,,C37,2016-05-02 07:47:00,2016-05-02 12:30:00,2016-05-02 07:44:00,2016-05-02 12:13:00,887,1050,2016-05-02 14:44,2016-05-02 17:13,N169UW,92,,
1111,AA5760,N,DFW,JAN,1434,1555,874,955,1456,1554,896.0,954.0,3.0,,75,0,,B42,2016-05-02 12:53:00,2016-05-02 14:34:00,2016-05-02 13:13:00,2016-05-02 14:56:00,1073,1174,2016-05-02 18:13,2016-05-02 19:56,N909FJ,0,,
1112,AA5761,N,DFW,JAN,934,1025,574,625,942,1031,582.0,631.0,3.0,,75,0,,B40,2016-05-02 07:50:00,2016-05-02 09:34:00,2016-05-02 07:44:00,2016-05-02 09:42:00,770,874,2016-05-02 12:44,2016-05-02 14:42,N925FJ,0,,
1113,AA5762,Y,JAN,DFW,1745,1830,1065,1110,1725,1825,1045.0,1105.0,3.0,Domestic,0,75,B28,,2016-05-02 18:30:00,2016-05-02 19:56:00,2016-05-02 18:25:00,2016-05-02 19:50:00,1410,56,2016-05-02 23:25,2016-05-03 00:50,N921FJ,0,,
1114,AA5763,Y,SGF,DFW,1519,1600,919,960,1509,1551,909.0,951.0,3.0,Domestic,0,75,B26,,2016-05-02 16:00:00,2016-05-02 17:19:00,2016-05-02 15:51:00,2016-05-02 17:06:00,1260,1339,2016-05-02 20:51,2016-05-02 22:06,N916FJ,0,,
1115,AA5764,N,DFW,MTY,647,750,407,470,635,749,395.0,469.0,3.0,,75,0,,B1,2016-05-02 05:00:00,2016-05-02 06:47:00,2016-05-02 04:55:00,2016-05-02 06:35:00,600,707,2016-05-02 09:55,2016-05-02 11:35,N954LR,0,,
1116,AA5765,Y,BJX,DFW,1710,1840,1030,1120,1710,1837,1030.0,1117.0,,,0,0,B4,,2016-05-02 18:40:00,2016-05-02 21:04:00,2016-05-02 18:37:00,2016-05-02 21:01:00,1420,124,2016-05-02 23:37,2016-05-03 02:01,N926LR,0,,
1117,AA5766,N,DFW,AMA,943,1040,583,640,932,1035,572.0,635.0,,,0,0,,B3,2016-05-02 08:19:00,2016-05-02 09:43:00,2016-05-02 08:10:00,2016-05-02 09:32:00,799,883,2016-05-02 13:10,2016-05-02 14:32,N951LR,0,,
1118,AA5767,Y,HSV,DFW,1910,2010,1150,1210,1904,2002,1144.0,1202.0,3.0,Domestic,0,75,B47,,2016-05-02 20:10:00,2016-05-02 21:57:00,2016-05-02 20:02:00,2016-05-02 21:37:00,70,177,2016-05-03 01:02,2016-05-03 02:37,N952LR,0,,
1119,AA5768,Y,SDF,DFW,647,750,407,470,635,749,395.0,469.0,3.0,Domestic,0,75,B1,,2016-05-02 07:50:00,2016-05-02 10:48:00,2016-05-02 07:49:00,2016-05-02 10:46:00,770,888,2016-05-02 12:49,2016-05-02 14:46,N954LR,0,,
1120,AA5768,N,DFW,SDF,1253,1335,773,815,1250,1333,770.0,813.0,3.0,Domestic,75,0,,B5,2016-05-02 11:28:00,2016-05-02 12:53:00,2016-05-02 11:29:00,2016-05-02 12:50:00,928,1073,2016-05-02 15:29,2016-05-02 17:50,N954LR,0,,
1121,AA576,Y,LAS,DFW,2006,2200,1206,1320,2030,2158,1230.0,1318.0,2.0,Domestic,0,88,C35,,2016-05-02 22:00:00,2016-05-02 22:58:00,2016-05-02 21:58:00,2016-05-02 22:59:00,180,358,2016-05-03 02:58,2016-05-03 05:59,N510UW,62,,
1122,AA5770,N,DFW,SGF,1928,2020,1168,1220,1921,2016,1161.0,1216.0,3.0,,75,0,,B45,2016-05-02 17:55:00,2016-05-02 19:28:00,2016-05-02 17:48:00,2016-05-02 19:21:00,1375,28,2016-05-02 22:48,2016-05-03 00:21,N916FJ,0,,
1123,AA5771,N,DFW,ELP,743,813,463,493,740,1015,460.0,615.0,3.0,,75,0,,B43,2016-05-02 05:00:00,2016-05-02 07:43:00,2016-05-02 04:59:00,2016-05-02 07:40:00,660,763,2016-05-02 10:59,2016-05-02 12:40,N943LR,0,,
1124,AA5772,N,DFW,CID,917,1025,557,625,937,1024,577.0,624.0,3.0,,75,0,,B26,2016-05-02 06:59:00,2016-05-02 09:17:00,2016-05-02 06:52:00,2016-05-02 09:37:00,719,857,2016-05-02 11:52,2016-05-02 14:37,N919FJ,0,,
1125,AA5774,Y,LBB,DFW,1420,1550,860,950,1402,1551,842.0,951.0,3.0,Domestic,0,75,B41,,2016-05-02 15:50:00,2016-05-02 16:59:00,2016-05-02 15:51:00,2016-05-02 16:58:00,1250,1319,2016-05-02 20:51,2016-05-02 21:58,N942LR,0,,
1126,AA5774,N,DFW,LBB,1919,2005,1159,1205,1901,1959,1141.0,1199.0,3.0,Domestic,75,0,,B25,2016-05-02 17:59:00,2016-05-02 19:19:00,2016-05-02 17:47:00,2016-05-02 19:01:00,1379,19,2016-05-02 22:47,2016-05-03 00:01,N942LR,0,,
1127,AA5777,Y,HSV,DFW,1554,1640,954,1000,1523,1635,923.0,995.0,3.0,Domestic,0,75,B27,,2016-05-02 16:40:00,2016-05-02 18:25:00,2016-05-02 16:35:00,2016-05-02 18:16:00,1300,1405,2016-05-02 21:35,2016-05-02 23:16,N925FJ,0,,
1128,AA5777,N,DFW,HSV,2104,2150,1264,1310,2100,2134,1260.0,1294.0,3.0,Domestic,75,0,,B6,2016-05-02 18:59:00,2016-05-02 21:04:00,2016-05-02 18:57:00,2016-05-02 21:00:00,1439,124,2016-05-02 23:57,2016-05-03 02:00,N925FJ,0,,
1129,AA5778,Y,MAF,DFW,2104,2150,1264,1310,2100,,1260.0,,3.0,Domestic,0,75,B6,,2016-05-02 21:50:00,2016-05-02 23:06:00,,,170,246,,,N925FJ,0,,
1130,AA5779,Y,LEX,DFW,1949,2030,1189,1230,2008,2053,1208.0,1253.0,3.0,Domestic,0,75,B29,,2016-05-02 20:30:00,2016-05-02 23:40:00,2016-05-02 20:53:00,2016-05-02 23:43:00,90,220,2016-05-03 01:53,2016-05-03 03:43,N939LR,0,,
1131,AA5780,Y,QRO,DFW,943,1040,583,640,932,1035,572.0,635.0,,,0,0,B3,,2016-05-02 10:40:00,2016-05-02 13:04:00,2016-05-02 10:35:00,2016-05-02 13:06:00,940,1084,2016-05-02 15:35,2016-05-02 18:06,N951LR,0,,
1132,AA5781,Y,SLP,DFW,949,1045,589,645,959,1048,599.0,648.0,3.0,,0,75,B4,,2016-05-02 10:45:00,2016-05-02 12:59:00,2016-05-02 10:48:00,2016-05-02 13:13:00,945,1079,2016-05-02 15:48,2016-05-02 18:13,N927LR,0,,
1133,AA5781,N,DFW,SLP,1554,1655,954,1015,1546,1654,946.0,1014.0,3.0,,75,0,,B1,2016-05-02 13:39:00,2016-05-02 15:54:00,2016-05-02 13:50:00,2016-05-02 15:46:00,1119,1254,2016-05-02 18:50,2016-05-02 20:46,N927LR,0,,
1134,AA5782,Y,JAX,DFW,611,700,371,420,556,659,356.0,419.0,3.0,Domestic,0,75,B26,,2016-05-02 07:00:00,2016-05-02 10:28:00,2016-05-02 06:59:00,2016-05-02 10:21:00,720,868,2016-05-02 11:59,2016-05-02 14:21,N245LR,0,,
1135,AA5782,N,DFW,JAX,1250,1330,770,810,1230,1343,750.0,823.0,3.0,Domestic,75,0,,B12,2016-05-02 10:58:00,2016-05-02 12:50:00,2016-05-02 10:55:00,2016-05-02 12:30:00,898,1070,2016-05-02 14:55,2016-05-02 17:30,N245LR,0,,
1136,AA5784,N,DFW,LEX,755,900,475,540,733,938,453.0,578.0,3.0,,75,0,,B12,2016-05-02 06:20:00,2016-05-02 07:55:00,2016-05-02 06:13:00,2016-05-02 07:33:00,620,775,2016-05-02 10:13,2016-05-02 12:33,N938LR,0,,
1137,AA5785,Y,PNS,DFW,1731,1812,1051,1092,1722,1810,1042.0,1090.0,3.0,Domestic,0,75,B47,,2016-05-02 18:12:00,2016-05-02 19:58:00,2016-05-02 18:10:00,2016-05-02 19:59:00,1392,58,2016-05-02 23:10,2016-05-03 00:59,N954LR,0,,
1138,AA5786,Y,MFE,DFW,934,1015,574,615,931,1015,571.0,615.0,3.0,Domestic,0,75,B47,,2016-05-02 10:15:00,2016-05-02 11:46:00,2016-05-02 10:15:00,2016-05-02 11:44:00,915,1006,2016-05-02 15:15,2016-05-02 16:44,N929LR,0,,
1139,AA5787,N,DFW,SDF,949,1045,589,645,1014,1053,614.0,653.0,3.0,,75,0,,B41,2016-05-02 08:21:00,2016-05-02 09:49:00,2016-05-02 08:34:00,2016-05-02 10:14:00,741,889,2016-05-02 12:34,2016-05-02 15:14,N952LR,0,,
1140,AA5788,N,DFW,QRO,809,855,489,535,737,852,457.0,532.0,3.0,,75,0,,B3,2016-05-02 05:35:00,2016-05-02 08:09:00,2016-05-02 05:22:00,2016-05-02 07:37:00,635,789,2016-05-02 10:22,2016-05-02 12:37,N915FJ,0,,
1141,AA5790,N,DFW,CRP,1740,1810,1060,1090,1716,1810,1036.0,1090.0,3.0,Domestic,75,0,,B26,2016-05-02 16:08:00,2016-05-02 17:40:00,2016-05-02 16:04:00,2016-05-02 17:16:00,1268,1360,2016-05-02 21:04,2016-05-02 22:16,N919FJ,0,,
1142,AA5790,Y,CRP,DFW,1328,1415,808,855,1311,1412,791.0,852.0,3.0,Domestic,0,75,B8,,2016-05-02 14:15:00,2016-05-02 15:38:00,2016-05-02 14:12:00,2016-05-02 15:37:00,1155,1238,2016-05-02 19:12,2016-05-02 20:37,N919FJ,0,,
1143,AA5791,Y,BHM,DFW,1928,2020,1168,1220,1921,2016,1161.0,1216.0,3.0,Domestic,0,75,B45,,2016-05-02 20:20:00,2016-05-02 22:04:00,2016-05-02 20:16:00,2016-05-02 22:00:00,80,184,2016-05-03 01:16,2016-05-03 03:00,N916FJ,0,,
